stop_id,stop_name,address,latitude,longitude,site_name
49,תחנה מרכזית,0795 Messerschmidt Crossing,13.6333332,122.8833313,תל אביב פארק הגליל המרכזי
50,תחנת פארק,3 Londonderry Hill,26.177796,116.816909,ירושלים מוזיאון השלום העתיק
51,תחנת חוף,998 6th Alley,9.616419,11.43472,אילת חוף הזהב הדרומי
52,תחנת פארק,5247 Village Green Plaza,8.9917373,40.1631879,חיפה חוף הכרמל הירוק
53,תחנת רכבת,6451 Corscot Avenue,57.776041,26.0028389,צפת מרכז תרבות הפסגה העירוני
54,תחנת רכבת,955 Warbler Parkway,-4.0308713,-44.4654609,אילת חוף הזהב הדרומי
55,תחנת קניון,02362 Goodland Drive,36.6926167,67.1179511,אילת חוף הזהב הדרומי
56,תחנה מרכזית,675 Sundown Circle,28.041005,110.814125,צפת מרכז תרבות הפסגה העירוני
57,תחנת חוף,55 Nelson Terrace,42.25785,118.886931,עכו טיילת הנמל החופי
58,תחנת קניון,6 Fair Oaks Center,28.988133,110.206177,נתניה טיילת האופק החופי
59,תחנת חוף,276 Fulton Avenue,-16.1796844,-40.6953223,ירושלים מוזיאון השלום העתיק
60,תחנת קניון,0 Scott Hill,33.440106,119.282994,טבריה גן לאומי המעיין הירוק
61,תחנה מרכזית,9889 Garrison Circle,-20.8420055,-40.7357215,חיפה חוף הכרמל הירוק
62,תחנה מרכזית,68 Dwight Place,8.3102946,-81.2188355,נתניה טיילת האופק החופי
63,תחנת חוף,89176 Forest Dale Terrace,41.7958538,-8.6553243,עכו טיילת הנמל החופי
64,תחנת קניון,6 Reinke Avenue,9.8240004,124.197998,תל אביב פארק הגליל המרכזי
65,תחנה מרכזית,01491 Stoughton Circle,62.4658095,6.2512238,נצרת אתר מורשת האופק העתיק
66,תחנת קניון,53653 Fair Oaks Hill,14.5665378,121.1092186,תל אביב פארק הגליל המרכזי
67,תחנת חוף,37184 Sunbrook Drive,51.4700683,16.6142027,אשדוד פארק החורש הקהילתי
68,תחנת רכבת,6 Bay Place,35.2234722,137.0285083,חיפה חוף הכרמל הירוק
69,תחנת חוף,79 Coolidge Trail,56.6032687,15.6253276,אשדוד פארק החורש הקהילתי
70,תחנת רכבת,51086 Homewood Crossing,37.335794,116.576092,אילת חוף הזהב הדרומי
71,תחנת רכבת,92 Superior Circle,38.9080786,-77.0406147,נתניה טיילת האופק החופי
72,תחנת קניון,79917 Autumn Leaf Avenue,53.2339841,-6.163027,ירושלים מוזיאון השלום העתיק
73,תחנת חוף,813 Westport Alley,0.6567283,-76.5929328,טבריה גן לאומי המעיין הירוק
74,תחנת רכבת,8123 La Follette Center,27.0874564,114.9042208,אשדוד פארק החורש הקהילתי
75,תחנת רכבת,6962 Corben Center,30.7292723,31.7977797,תל אביב פארק הגליל המרכזי
76,תחנה מרכזית,16779 Shoshone Road,41.4781837,-7.9642644,צפת מרכז תרבות הפסגה העירוני
77,תחנה מרכזית,4673 Bay Plaza,-10.5971,121.8889,אשדוד פארק החורש הקהילתי
78,תחנת פארק,2951 Forest Run Way,53.6693538,23.8131306,עכו טיילת הנמל החופי
79,תחנת קניון,4531 Browning Trail,30.402167,112.899762,ירושלים מוזיאון השלום העתיק
80,תחנת חוף,07968 Kings Court,22.8354437,106.5260001,ירושלים מוזיאון השלום העתיק
81,תחנה מרכזית,0 Debs Trail,35.4655761,44.3803921,נתניה טיילת האופק החופי
82,תחנת רכבת,5 Melody Parkway,34.392963,104.063889,ירושלים מוזיאון השלום העתיק
83,תחנה מרכזית,2895 Morningstar Way,7.8209667,-72.2896709,עכו טיילת הנמל החופי
84,תחנת רכבת,51228 Pierstorff Road,-6.91748,107.657107,נתניה טיילת האופק החופי
85,תחנת חוף,4931 Lerdahl Court,52.1557661,11.5721966,חיפה חוף הכרמל הירוק
86,תחנת רכבת,623 Burrows Terrace,-20.4207385,-49.9648907,צפת מרכז תרבות הפסגה העירוני
87,תחנה מרכזית,672 Gulseth Lane,22.69569,112.225334,ירושלים מוזיאון השלום העתיק
88,תחנה מרכזית,94350 Armistice Park,43.1342238,5.997642,נצרת אתר מורשת האופק העתיק
89,תחנה מרכזית,68 Alpine Trail,-6.8370422,-47.2142417,עכו טיילת הנמל החופי
90,תחנת רכבת,0 Dwight Center,-18.2417866,-43.6035055,תל אביב פארק הגליל המרכזי
91,תחנת קניון,07 Stephen Point,49.6968574,19.9506717,ירושלים מוזיאון השלום העתיק
92,תחנת קניון,24636 Garrison Junction,5.329576,103.1369108,חיפה חוף הכרמל הירוק
93,תחנה מרכזית,3 Gulseth Alley,-17.5624415,-52.5489206,אילת חוף הזהב הדרומי
94,תחנת פארק,862 Westerfield Lane,50.2160221,20.3179338,חיפה חוף הכרמל הירוק
95,תחנת פארק,48 Welch Hill,-27.5703548,-48.62059,נתניה טיילת האופק החופי
96,תחנת פארק,5978 Rutledge Crossing,18.2886378,-99.4526826,אילת חוף הזהב הדרומי
97,תחנת רכבת,81 Hagan Road,-25.7605107,-56.6163213,תל אביב פארק הגליל המרכזי
98,תחנת רכבת,0382 Linden Point,30.199688,110.674706,נצרת אתר מורשת האופק העתיק
99,תחנת רכבת,9536 Cascade Terrace,23.681774,113.056042,טבריה גן לאומי המעיין הירוק
100,תחנה מרכזית,953 Division Court,45.1934857,5.7218985,ירושלים מוזיאון השלום העתיק
101,תחנה מרכזית,7 Nobel Street,-7.2214256,108.2110626,ירושלים מוזיאון השלום העתיק
102,תחנת חוף,808 Crowley Circle,4.21668,96.0662,ירושלים מוזיאון השלום העתיק
103,תחנת פארק,8 Northport Court,57.5780197,48.9602971,נתניה טיילת האופק החופי
104,תחנת חוף,0367 Jackson Hill,50.4614333,19.0428325,נתניה טיילת האופק החופי
105,תחנה מרכזית,04861 Carey Way,6.8251698,-8.341016,חיפה חוף הכרמל הירוק
106,תחנת רכבת,4200 Talmadge Alley,35.2219554,-80.8328724,ירושלים מוזיאון השלום העתיק
107,תחנה מרכזית,1 Loomis Terrace,22.9861757,-82.4102628,עכו טיילת הנמל החופי
108,תחנת פארק,6264 Kings Place,53.2059294,66.8098235,עכו טיילת הנמל החופי
109,תחנת פארק,27 Evergreen Street,36.929749,98.480195,אשדוד פארק החורש הקהילתי
110,תחנת קניון,5487 Barby Street,-7.6849238,108.5017948,תל אביב פארק הגליל המרכזי
111,תחנת חוף,40 Oxford Street,16.289185,119.90559,נתניה טיילת האופק החופי
112,תחנת פארק,546 Rockefeller Alley,50.404284,16.3904406,ירושלים מוזיאון השלום העתיק
113,תחנת חוף,356 Rusk Trail,-8.3104,123.229,עכו טיילת הנמל החופי
114,תחנת חוף,5132 Hansons Crossing,7.1972968,38.6005328,אשדוד פארק החורש הקהילתי
115,תחנת רכבת,88390 Gateway Way,-6.8926501,112.0103765,אילת חוף הזהב הדרומי
116,תחנת רכבת,42348 Katie Place,-8.5335451,-172.5165543,עכו טיילת הנמל החופי
117,תחנת רכבת,3 Mccormick Center,28.704586,113.584985,ירושלים מוזיאון השלום העתיק
118,תחנת חוף,24212 Mifflin Park,13.658247,123.017079,חיפה חוף הכרמל הירוק
119,תחנת רכבת,4885 Dottie Road,24.370937,117.925685,טבריה גן לאומי המעיין הירוק
120,תחנת חוף,40 Arkansas Hill,39.630867,118.180193,טבריה גן לאומי המעיין הירוק
121,תחנת רכבת,01 Farmco Lane,59.2992508,18.0807417,נתניה טיילת האופק החופי
122,תחנת חוף,80482 Fremont Parkway,58.9015864,5.7123282,נצרת אתר מורשת האופק העתיק
123,תחנת קניון,3 Eastlawn Pass,5.2351338,-75.8346203,אילת חוף הזהב הדרומי
124,תחנת חוף,643 Oneill Park,24.960385,118.386279,נצרת אתר מורשת האופק העתיק
125,תחנת קניון,592 Hallows Drive,19.2933162,-70.2583451,חיפה חוף הכרמל הירוק
126,תחנת פארק,3 Mosinee Pass,11.0256293,123.9064425,עכו טיילת הנמל החופי
127,תחנת רכבת,12 Novick Drive,26.2285161,50.5860497,נצרת אתר מורשת האופק העתיק
128,תחנת רכבת,38006 Oxford Hill,36.512506,118.542982,תל אביב פארק הגליל המרכזי
129,תחנה מרכזית,0921 Scott Circle,-24.2530306,-49.7106625,ירושלים מוזיאון השלום העתיק
130,תחנת פארק,960 Fieldstone Terrace,11.5352048,124.8289296,נתניה טיילת האופק החופי
131,תחנה מרכזית,26319 Brentwood Plaza,47.1139164,-122.7708828,אילת חוף הזהב הדרומי
132,תחנת רכבת,88103 Holy Cross Circle,35.5599466,140.3605429,אשדוד פארק החורש הקהילתי
133,תחנת רכבת,1 Meadow Ridge Crossing,31.8123014,34.7770192,עכו טיילת הנמל החופי
134,תחנת פארק,7079 Maple Wood Trail,55.7133263,37.8049211,עכו טיילת הנמל החופי
135,תחנת חוף,767 Straubel Center,5.4552197,100.4115631,צפת מרכז תרבות הפסגה העירוני
136,תחנת קניון,3091 Anthes Place,47.0163969,-68.1430029,אשדוד פארק החורש הקהילתי
137,תחנת קניון,3 Morning Alley,24.2086649,23.3347215,צפת מרכז תרבות הפסגה העירוני
138,תחנת קניון,07 Sunfield Drive,22.940196,113.943916,תל אביב פארק הגליל המרכזי
139,תחנת חוף,38 International Point,-8.081766,-78.0883695,תל אביב פארק הגליל המרכזי
140,תחנת חוף,0 Graceland Center,26.89745,68.40681,נצרת אתר מורשת האופק העתיק
141,תחנה מרכזית,9185 1st Way,9.939624,126.065213,חיפה חוף הכרמל הירוק
142,תחנת חוף,11 Schurz Pass,23.9211737,-106.8915948,עכו טיילת הנמל החופי
143,תחנת חוף,035 Porter Place,55.0121393,88.4665697,חיפה חוף הכרמל הירוק
144,תחנת חוף,3678 Sutherland Circle,27.9926014,69.3162364,חיפה חוף הכרמל הירוק
145,תחנת קניון,13 Village Green Circle,14.9333333,120.6166667,ירושלים מוזיאון השלום העתיק
146,תחנת קניון,8 Sauthoff Crossing,53.1905954,107.3306835,תל אביב פארק הגליל המרכזי
147,תחנה מרכזית,3674 Golf View Park,44.0150814,114.9755481,חיפה חוף הכרמל הירוק
148,תחנת רכבת,6183 Dwight Hill,-7.3169911,107.0480378,תל אביב פארק הגליל המרכזי
149,תחנת רכבת,65892 Lighthouse Bay Way,40.547653,81.280527,נצרת אתר מורשת האופק העתיק
150,תחנת רכבת,9 Chinook Center,52.516323,-7.888894,טבריה גן לאומי המעיין הירוק
151,תחנה מרכזית,2 Manitowish Crossing,-17.8766507,30.6775054,חיפה חוף הכרמל הירוק
152,תחנת פארק,59759 Dottie Court,43.8234396,17.5393153,ירושלים מוזיאון השלום העתיק
153,תחנת רכבת,4 Towne Alley,45.030617,21.0613022,תל אביב פארק הגליל המרכזי
154,תחנת חוף,5457 Superior Alley,7.43333,124.21667,נתניה טיילת האופק החופי
155,תחנה מרכזית,43544 Killdeer Hill,51.4984999,-0.1401487,עכו טיילת הנמל החופי
156,תחנת רכבת,33899 Forest Terrace,32.339402,35.396266,אשדוד פארק החורש הקהילתי
157,תחנת חוף,577 Bellgrove Road,58.6772898,52.190142,נתניה טיילת האופק החופי
158,תחנת קניון,06 Sutteridge Place,-7.0265442,110.1879106,צפת מרכז תרבות הפסגה העירוני
159,תחנת חוף,304 Rusk Drive,40.637939,69.59436,ירושלים מוזיאון השלום העתיק
160,תחנת חוף,09 Calypso Junction,45.0485391,20.0808092,צפת מרכז תרבות הפסגה העירוני
161,תחנת קניון,144 Vernon Center,23.681774,113.056042,ירושלים מוזיאון השלום העתיק
162,תחנת רכבת,9373 Village Green Parkway,18.5295981,-72.4080605,ירושלים מוזיאון השלום העתיק
163,תחנת חוף,362 Troy Lane,14.5909643,121.0944813,צפת מרכז תרבות הפסגה העירוני
164,תחנת קניון,9 Talisman Center,-34.7133717,-58.7231685,ירושלים מוזיאון השלום העתיק
165,תחנת חוף,296 Claremont Way,48.8825673,17.5206059,צפת מרכז תרבות הפסגה העירוני
166,תחנת פארק,310 Kingsford Center,47.182723,123.00932,נתניה טיילת האופק החופי
167,תחנת חוף,585 Anderson Road,13.9686682,120.7285858,צפת מרכז תרבות הפסגה העירוני
168,תחנה מרכזית,67116 Vahlen Pass,14.3641338,120.9314495,נצרת אתר מורשת האופק העתיק
169,תחנת פארק,910 Dorton Center,34.682497,103.359019,תל אביב פארק הגליל המרכזי
170,תחנה מרכזית,3 Sunbrook Lane,-17.6059721,-149.3023702,חיפה חוף הכרמל הירוק
171,תחנת רכבת,0 Veith Drive,30.742803,120.48806,חיפה חוף הכרמל הירוק
172,תחנת פארק,062 Schurz Hill,35.215892,113.241823,נצרת אתר מורשת האופק העתיק
173,תחנת חוף,0527 Lindbergh Avenue,-9.4355285,119.2627176,ירושלים מוזיאון השלום העתיק
174,תחנת חוף,296 Monica Plaza,16.0271237,-3.9878427,אשדוד פארק החורש הקהילתי
175,תחנת פארק,329 Buena Vista Point,11.5742086,37.3613533,טבריה גן לאומי המעיין הירוק
176,תחנת רכבת,32715 Welch Plaza,40.039342,116.260921,אשדוד פארק החורש הקהילתי
177,תחנת רכבת,87 Warner Pass,13.9641503,121.655933,נצרת אתר מורשת האופק העתיק
178,תחנת רכבת,440 Manley Parkway,68.50472,112.4485,נתניה טיילת האופק החופי
179,תחנת קניון,2517 Donald Drive,41.7464398,-8.3721165,תל אביב פארק הגליל המרכזי
180,תחנת קניון,87 Red Cloud Terrace,6.3324473,7.605638,אילת חוף הזהב הדרומי
181,תחנת חוף,2740 Blue Bill Park Hill,59.3887625,30.2867644,ירושלים מוזיאון השלום העתיק
182,תחנה מרכזית,57 Doe Crossing Parkway,34.17,-118.12,נצרת אתר מורשת האופק העתיק
183,תחנת קניון,000 Longview Center,40.88111,20.18278,תל אביב פארק הגליל המרכזי
184,תחנת קניון,91315 Russell Point,41.8632851,20.9095433,חיפה חוף הכרמל הירוק
185,תחנת חוף,18566 Vermont Pass,54.0542238,-2.0215836,צפת מרכז תרבות הפסגה העירוני
186,תחנת פארק,5 American Ash Terrace,34.341574,108.93977,אילת חוף הזהב הדרומי
187,תחנת פארק,0320 Graceland Junction,35.872664,120.04619,ירושלים מוזיאון השלום העתיק
188,תחנת פארק,57 Bashford Road,43.61812,118.05545,אילת חוף הזהב הדרומי
189,תחנת חוף,1 Manufacturers Lane,12.712478,124.036411,עכו טיילת הנמל החופי
190,תחנת חוף,77 Jackson Plaza,-6.5588437,-78.7348674,אילת חוף הזהב הדרומי
191,תחנת חוף,05 Main Terrace,66.6441543,66.4550896,ירושלים מוזיאון השלום העתיק
192,תחנה מרכזית,57 Pleasure Pass,10.0835154,-83.342893,אילת חוף הזהב הדרומי
193,תחנת פארק,6993 Steensland Park,46.36446,113.577,אילת חוף הזהב הדרומי
194,תחנת קניון,47 Hovde Road,30.274301,120.157288,נצרת אתר מורשת האופק העתיק
195,תחנת חוף,739 Mariners Cove Crossing,4.9764526,-75.6695834,עכו טיילת הנמל החופי
196,תחנת פארק,21 Iowa Place,-7.2030729,112.0237903,נתניה טיילת האופק החופי
197,תחנת רכבת,0390 Springview Center,45.2969275,14.2723701,נצרת אתר מורשת האופק העתיק
198,תחנה מרכזית,51 Commercial Way,-8.1356,113.3257,נצרת אתר מורשת האופק העתיק
199,תחנת חוף,28 Mallory Way,60.2496387,47.7885614,חיפה חוף הכרמל הירוק
200,תחנת רכבת,2 Buena Vista Park,-16.3846284,-51.2213044,חיפה חוף הכרמל הירוק
201,תחנת רכבת,7582 Sugar Point,-16.3753091,-58.4059227,אשדוד פארק החורש הקהילתי
202,תחנת חוף,50 Dryden Alley,58.6144923,16.1378776,חיפה חוף הכרמל הירוק
203,תחנת רכבת,43 Prairie Rose Point,13.4633,123.3765,נתניה טיילת האופק החופי
204,תחנת חוף,20 2nd Point,8.0275675,100.2375823,נתניה טיילת האופק החופי
205,תחנת פארק,7 Esker Road,-27.6923006,23.0367512,נתניה טיילת האופק החופי
206,תחנת פארק,6 Florence Junction,-10.95,39.28333,ירושלים מוזיאון השלום העתיק
207,תחנת חוף,343 Caliangt Road,48.9933836,16.6802413,טבריה גן לאומי המעיין הירוק
208,תחנת חוף,98 Grayhawk Road,24.77848,110.496593,תל אביב פארק הגליל המרכזי
209,תחנת רכבת,9475 Pond Circle,25.5311276,69.0397556,אשדוד פארק החורש הקהילתי
210,תחנת פארק,586 Chinook Place,51.2235476,37.8775538,אילת חוף הזהב הדרומי
211,תחנת רכבת,086 Morrow Alley,17.0405373,99.0571089,נצרת אתר מורשת האופק העתיק
212,תחנה מרכזית,3 Cherokee Place,-13.9705607,-71.8326771,טבריה גן לאומי המעיין הירוק
213,תחנה מרכזית,055 Redwing Alley,49.1472664,-102.9866567,תל אביב פארק הגליל המרכזי
214,תחנת חוף,299 Namekagon Street,31.2122278,-9.7093341,נצרת אתר מורשת האופק העתיק
215,תחנה מרכזית,5906 Melvin Plaza,25.8513334,-97.45842,חיפה חוף הכרמל הירוק
216,תחנה מרכזית,057 Rockefeller Plaza,16.2932198,120.3806591,צפת מרכז תרבות הפסגה העירוני
217,תחנת קניון,1 Schurz Lane,30.677233,121.015142,אילת חוף הזהב הדרומי
218,תחנה מרכזית,266 Dexter Alley,47.785421,-3.2602564,צפת מרכז תרבות הפסגה העירוני
219,תחנת רכבת,316 Pawling Trail,17.125337,121.287152,חיפה חוף הכרמל הירוק
220,תחנה מרכזית,86 Springs Court,1.7685873,114.8567482,טבריה גן לאומי המעיין הירוק
221,תחנת קניון,7 Hoard Way,41.4741215,-8.3134809,חיפה חוף הכרמל הירוק
222,תחנת קניון,8056 Northland Street,22.534707,113.249705,חיפה חוף הכרמל הירוק
223,תחנה מרכזית,9 Vidon Plaza,22.170437,111.791539,אילת חוף הזהב הדרומי
224,תחנת רכבת,20 Fisk Court,37.1640654,128.9855649,חיפה חוף הכרמל הירוק
225,תחנת חוף,9649 East Parkway,52.8066236,29.4258895,אילת חוף הזהב הדרומי
226,תחנת קניון,6 Ramsey Alley,44.5652451,17.5341531,נתניה טיילת האופק החופי
227,תחנה מרכזית,61 Barnett Drive,-22.7238417,-51.4099625,ירושלים מוזיאון השלום העתיק
228,תחנת קניון,01613 Butterfield Alley,-11.8551576,43.4470213,חיפה חוף הכרמל הירוק
229,תחנת פארק,9642 Iowa Drive,41.2044165,-7.2153847,עכו טיילת הנמל החופי
230,תחנת חוף,77 Pleasure Court,-7.7955645,108.291137,נצרת אתר מורשת האופק העתיק
231,תחנה מרכזית,15224 Clyde Gallagher Avenue,57.9887927,56.1415665,אשדוד פארק החורש הקהילתי
232,תחנת רכבת,344 Gerald Alley,28.229112,103.638067,נתניה טיילת האופק החופי
233,תחנה מרכזית,2 Sloan Road,26.4363523,106.5589556,טבריה גן לאומי המעיין הירוק
234,תחנת קניון,93 Clyde Gallagher Terrace,41.548437,82.433337,אילת חוף הזהב הדרומי
235,תחנת פארק,9 Shasta Court,31.13856,113.744367,חיפה חוף הכרמל הירוק
236,תחנת פארק,8 Paget Court,-8.3782936,123.2658133,תל אביב פארק הגליל המרכזי
237,תחנת רכבת,8 Burrows Junction,24.4752847,101.3431058,אשדוד פארק החורש הקהילתי
238,תחנת פארק,57581 Westridge Court,-19.54172,169.2803499,צפת מרכז תרבות הפסגה העירוני
239,תחנת פארק,95 Westend Crossing,35.65599,35.88871,ירושלים מוזיאון השלום העתיק
240,תחנת קניון,720 Tennessee Court,-7.7256069,38.9381031,ירושלים מוזיאון השלום העתיק
241,תחנת חוף,179 Springview Avenue,13.1680197,-87.3872748,צפת מרכז תרבות הפסגה העירוני
242,תחנת קניון,33235 Barnett Way,12.6661944,108.0382475,טבריה גן לאומי המעיין הירוק
243,תחנת פארק,8231 Montana Junction,41.4122069,-8.4333383,ירושלים מוזיאון השלום העתיק
244,תחנת רכבת,9 Bartillon Circle,49.448552,28.5226562,טבריה גן לאומי המעיין הירוק
245,תחנת חוף,08 Leroy Road,23.0664459,113.1964636,אילת חוף הזהב הדרומי
246,תחנה מרכזית,6542 Bayside Plaza,29.5792603,115.9942491,חיפה חוף הכרמל הירוק
247,תחנת חוף,8351 Carberry Alley,-34.8352742,138.596204,טבריה גן לאומי המעיין הירוק
248,תחנה מרכזית,41 High Crossing Junction,-6.2307016,106.8827427,נצרת אתר מורשת האופק העתיק
249,תחנת רכבת,7 Dapin Trail,7.116798,125.9279251,אילת חוף הזהב הדרומי
250,תחנת קניון,69621 Orin Crossing,59.332724,66.011516,טבריה גן לאומי המעיין הירוק
251,תחנת פארק,115 Clyde Gallagher Terrace,35.4335808,139.5718014,אילת חוף הזהב הדרומי
252,תחנת רכבת,35381 Evergreen Place,-7.3756003,110.9476831,נתניה טיילת האופק החופי
253,תחנת קניון,00 Farragut Trail,57.690939,11.9118588,חיפה חוף הכרמל הירוק
254,תחנת קניון,7063 Spaight Park,68.1416652,33.3096133,עכו טיילת הנמל החופי
255,תחנת חוף,561 Shasta Parkway,52.2774362,85.4051549,טבריה גן לאומי המעיין הירוק
256,תחנת קניון,593 Dottie Court,27.910625,113.692921,תל אביב פארק הגליל המרכזי
257,תחנת רכבת,8 Atwood Plaza,38.734814,93.330613,אשדוד פארק החורש הקהילתי
258,תחנת קניון,030 Sachtjen Parkway,8.164085,125.8131123,אילת חוף הזהב הדרומי
259,תחנה מרכזית,7 Eggendart Alley,23.296786,113.823135,עכו טיילת הנמל החופי
260,תחנת חוף,412 Sutteridge Hill,11.3421375,-73.0405277,תל אביב פארק הגליל המרכזי
261,תחנת רכבת,8565 Michigan Place,25.5020583,117.3701447,נתניה טיילת האופק החופי
262,תחנת רכבת,86050 Mallory Pass,-7.6543174,109.2920742,אילת חוף הזהב הדרומי
263,תחנת חוף,910 Garrison Avenue,57.2840834,55.4543246,אילת חוף הזהב הדרומי
264,תחנה מרכזית,2948 Kropf Plaza,39.5228398,21.1044466,חיפה חוף הכרמל הירוק
265,תחנת פארק,682 Ilene Avenue,40.472433,23.0927079,חיפה חוף הכרמל הירוק
266,תחנה מרכזית,28143 Continental Junction,-1.8703308,116.3013267,טבריה גן לאומי המעיין הירוק
267,תחנת קניון,6 Express Circle,49.4663065,19.1517652,אילת חוף הזהב הדרומי
268,תחנת פארק,2 Kedzie Trail,39.6611469,20.1789757,צפת מרכז תרבות הפסגה העירוני
269,תחנת קניון,6810 Meadow Ridge Terrace,19.1414862,105.6257432,חיפה חוף הכרמל הירוק
270,תחנת חוף,8530 Esker Pass,42.103919,-8.2727494,תל אביב פארק הגליל המרכזי
271,תחנה מרכזית,64459 Evergreen Trail,28.888555,120.047651,אילת חוף הזהב הדרומי
272,תחנת פארק,43 Milwaukee Circle,51.5749669,4.6259996,ירושלים מוזיאון השלום העתיק
273,תחנת פארק,071 Meadow Ridge Lane,35.24417,129.21389,תל אביב פארק הגליל המרכזי
274,תחנת רכבת,39813 Northland Point,38.6032329,-9.1057581,חיפה חוף הכרמל הירוק
275,תחנת פארק,43490 Farwell Crossing,63.1110463,7.7291951,חיפה חוף הכרמל הירוק
